"","Q7","Q10","Q11","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q28","Q29","Q30","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q42","Q43","Q44","Q45","Q47","Q49","Q50","Q51","Q52","Q53","Q54","Q56","Q57","Q58","Q59","Q60","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81"
"688",2,1,3,1,4,2,1,2,4,1,1,4,1,3,4,3,2,4,3,3,3,3,3,4,2,2,2,4,3,1,3,3,2,2,4,3,4,2,2,4,1,3,4,2,1,5,3,4,4,5,3,3,4,3,3,4,4,5,3
"689",3,1,1,1,1,1,3,1,4,2,1,2,1,1,2,2,1,2,2,2,1,3,1,3,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,4,1,2,2,1,1,1,1,1,1,3,2,1,1
"690",2,1,1,5,2,1,2,1,2,1,1,3,3,4,3,2,3,3,2,3,1,2,2,1,1,4,1,3,4,1,1,4,3,3,2,3,2,4,2,2,1,1,1,4,1,5,3,5,4,5,3,5,5,3,5,5,2,5,4
"691",4,1,2,1,3,2,4,2,4,1,1,2,1,1,1,1,1,3,3,2,3,4,3,4,2,2,1,1,3,1,1,1,1,1,3,3,2,3,3,2,1,3,1,1,1,1,1,3,2,1,3,4,3,3,2,4,2,3,1
"692",3,1,3,4,3,3,1,1,1,3,1,3,1,2,1,1,4,4,3,5,4,3,3,4,4,4,1,3,1,1,1,5,2,3,2,4,3,1,2,4,1,3,3,2,2,3,3,1,1,4,1,3,4,4,4,3,1,1,3
"693",3,1,3,2,3,3,3,1,3,3,2,3,1,1,1,1,3,2,3,2,2,2,2,3,4,3,2,2,4,1,1,1,3,1,2,2,3,1,4,1,1,3,3,2,4,4,2,3,1,3,1,1,3,3,3,1,1,3,1
"694",1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,1,2,1,4,3,1,2,1,3,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,5,2,2,2,1,2,3,3,1,3,1,2
"695",3,1,1,1,1,2,1,1,3,1,1,2,1,2,1,1,2,2,1,3,3,2,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,3,3,2,3,3,3,3,3,3,3,3,3,1
"696",1,2,2,1,4,3,1,1,3,1,3,4,1,2,3,4,2,2,3,2,4,2,3,4,1,3,2,4,2,1,1,1,3,2,3,3,5,2,4,2,2,2,2,2,1,4,1,3,1,2,1,2,4,1,2,2,3,3,1
"697",1,1,1,3,1,1,1,1,1,1,1,1,4,3,2,1,1,4,1,2,2,1,2,3,1,1,1,2,1,1,3,3,1,2,2,2,1,1,1,2,1,1,1,2,1,3,1,2,2,2,1,2,3,1,2,1,1,2,1
"698",2,1,2,1,2,1,1,1,5,1,1,4,1,1,3,2,1,3,1,4,2,4,3,2,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,4,2,3,4,3,3,4,3,4,3,2
"699",2,2,3,2,4,1,1,3,4,1,1,4,1,3,1,2,2,3,2,4,3,2,3,3,3,3,2,3,3,1,3,3,2,3,3,4,2,2,3,2,1,3,1,4,1,5,2,3,1,4,1,2,4,2,3,4,2,4,1
"700",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"701",1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,4,2,4,2,2,2,3,2,1,3,1,1,1,2,2,1,3,2,1,2,1,1,3,2,3,1,4,1,3,1,2,1,1,2,2,2,2,1,2,1
"702",2,1,2,2,2,1,3,2,2,1,1,1,1,2,2,3,2,1,1,2,3,2,3,2,2,2,2,1,3,2,2,1,4,2,2,1,2,3,3,1,2,2,2,2,1,3,1,4,3,2,3,2,2,3,2,2,2,2,2
"703",5,5,3,4,3,5,3,3,5,1,4,4,4,4,4,4,4,4,5,4,4,2,5,5,4,4,5,5,3,1,4,1,3,4,4,4,3,3,4,4,4,5,3,4,5,2,1,4,3,3,3,4,4,3,4,3,3,4,4
"704",5,1,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,1,5,4,1,1,3,5,2,1,1,1,3,1,1,1,1,1,1,3,1,1,1,2,1,5,1,1,1,1,1,1,1,4,4,1,1,2,2,1,3,5,1
"705",2,1,4,2,3,1,1,1,5,2,1,3,1,3,4,1,2,4,1,1,2,3,2,3,1,3,3,4,4,1,3,1,1,2,1,3,3,2,2,3,1,2,3,1,1,4,3,3,2,1,2,2,2,1,2,4,2,3,2
"706",3,3,1,1,3,3,1,1,4,2,3,4,3,1,1,2,1,3,3,5,3,3,5,1,1,1,1,1,2,3,1,1,5,2,2,5,1,4,3,2,2,2,1,1,3,3,4,5,2,5,1,4,3,5,4,5,3,4,1
"707",3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,3,3,1,2,1,1,3,1,2,1,1,1,2,1,1,2,2,1
"708",1,1,4,3,3,2,1,3,4,1,2,5,1,2,2,3,1,4,2,5,3,4,5,1,4,4,1,2,4,1,1,1,1,1,1,5,5,4,3,2,1,4,5,1,1,2,5,2,2,4,2,5,4,5,5,5,5,4,2
"709",4,3,4,4,4,4,4,5,5,2,3,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,3,4,5,1,4,5,4,4,4,4,4,4,4,4,1,4,4,5,3,5,3,4,4,4,3,2,4,3,4,4,4,4,3
"710",3,1,2,1,2,3,1,2,4,2,2,4,1,2,3,3,1,4,5,4,3,4,3,3,2,2,2,3,3,2,2,2,2,4,5,4,3,1,3,1,1,4,2,3,1,3,1,5,1,4,1,5,4,3,4,5,3,4,2
"711",4,1,4,2,3,2,3,3,4,3,1,3,1,4,2,1,2,3,1,3,3,4,1,4,3,3,3,4,4,1,2,1,1,4,4,1,4,2,4,4,1,3,2,1,3,4,3,3,2,4,2,3,4,4,4,3,2,3,3
"712",4,3,3,2,3,5,4,4,5,4,1,3,3,4,4,2,2,3,1,3,3,4,5,5,3,4,5,3,3,3,3,1,5,4,2,4,4,2,4,4,1,1,3,2,3,5,4,4,3,4,2,4,3,5,4,5,3,4,2
"713",2,1,2,2,4,1,2,3,3,1,1,5,1,1,2,3,2,3,5,3,2,1,4,4,1,2,1,1,2,2,1,2,2,1,4,2,4,1,2,1,1,3,1,1,2,4,2,4,3,2,1,1,2,1,4,3,1,4,1
"714",5,2,3,4,5,4,2,5,5,3,1,5,4,2,3,5,3,4,5,5,4,3,5,5,5,2,2,5,4,3,2,5,1,4,5,5,5,3,1,4,4,5,5,5,3,5,4,4,3,4,2,5,4,4,4,5,5,5,4
"715",1,2,3,1,4,3,1,1,4,1,1,5,1,1,3,3,1,3,4,4,3,4,3,4,3,2,1,2,4,1,2,1,3,1,2,4,3,3,5,1,1,4,1,2,1,5,1,3,2,4,1,3,1,4,3,4,3,4,1
"716",3,1,4,1,4,3,1,5,4,3,3,4,2,2,5,3,2,5,4,4,3,2,4,4,4,2,3,2,5,3,3,1,3,2,2,4,3,2,4,3,2,4,2,1,3,4,2,5,3,3,2,4,4,3,4,3,4,3,2
"717",3,1,3,5,4,2,1,1,1,3,3,4,1,4,3,4,5,1,2,3,4,5,2,4,3,4,1,2,3,3,5,1,3,2,1,4,2,1,1,3,1,1,2,4,5,2,2,4,2,3,2,1,4,5,4,2,2,4,1
"718",5,3,5,5,5,4,5,5,3,3,3,4,4,4,3,4,3,3,2,5,5,3,3,4,3,4,3,4,4,3,3,2,2,4,3,5,5,3,2,4,3,1,4,3,2,4,4,3,2,4,1,4,3,3,4,5,3,5,2
"719",3,5,3,5,4,5,4,1,5,2,4,5,1,2,3,4,4,4,5,4,5,1,5,4,3,5,5,5,4,2,4,1,2,5,3,4,5,5,3,2,1,3,4,1,5,1,2,5,5,5,5,5,2,3,5,5,3,5,1
"720",1,1,1,1,2,2,1,1,3,1,1,4,1,1,1,1,1,4,2,2,2,1,1,3,1,1,2,1,4,1,1,1,1,1,2,1,2,3,2,1,1,2,2,1,1,2,2,4,3,3,1,3,4,4,4,2,3,4,2
"721",1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
"722",5,2,5,3,5,5,5,4,5,3,4,5,2,3,5,5,4,4,4,5,5,5,4,5,4,5,4,5,5,3,4,4,3,4,4,5,5,4,5,4,1,4,5,4,5,5,4,4,4,3,5,5,4,5,5,5,4,4,5
"723",5,1,4,1,3,1,5,1,5,4,1,4,1,1,2,1,1,1,2,2,4,3,2,2,2,3,2,2,4,1,1,1,4,1,1,2,2,2,3,1,1,2,1,1,2,3,2,3,2,3,2,4,2,3,4,5,2,3,2
"724",3,1,1,2,3,1,1,1,3,1,1,2,1,2,2,1,2,1,2,2,2,4,2,1,1,3,2,3,3,1,1,1,1,1,2,1,1,1,3,1,1,3,2,1,1,3,1,4,1,2,1,3,3,2,3,2,2,2,1
"725",5,3,3,4,5,3,4,4,4,3,4,5,4,4,4,3,4,4,3,4,4,5,5,4,2,4,5,4,5,1,3,1,4,4,3,4,5,3,3,3,1,5,5,4,4,5,3,3,3,3,2,4,5,4,5,5,5,4,4
"726",3,1,2,1,2,1,1,1,5,1,3,1,1,1,1,1,3,2,1,1,3,1,2,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,3,1
"727",3,1,3,1,1,2,1,3,3,2,3,2,1,2,1,1,1,3,1,4,3,3,3,4,3,2,1,2,4,1,3,1,1,1,1,4,2,4,3,1,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",1,1,1,1,2,1,2,2,2,1,1,3,1,1,1,1,1,3,1,4,1,2,2,2,1,1,3,1,2,1,1,1,2,1,2,3,1,1,2,3,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1
"729",2,2,3,2,2,1,1,5,4,5,2,5,1,3,1,5,1,3,2,3,3,5,4,4,3,3,3,3,4,3,3,5,2,3,2,2,5,1,2,3,1,1,4,5,2,5,4,3,3,3,3,2,4,3,4,2,3,2,1
"730",4,5,3,4,4,4,3,2,4,3,3,5,1,2,4,3,4,1,2,4,4,3,4,2,2,3,1,2,3,2,2,1,4,1,1,4,2,2,4,2,1,2,4,1,2,2,1,4,1,3,1,2,5,5,4,2,3,4,1
"731",2,1,1,2,2,2,1,1,3,1,1,4,1,2,1,2,2,3,1,1,2,3,2,3,2,2,2,3,2,1,2,1,2,1,1,1,3,1,2,1,1,1,2,1,1,4,1,3,1,2,1,2,2,1,2,3,2,3,1
"732",3,1,3,2,4,2,4,3,2,3,2,5,1,1,3,2,2,5,3,2,5,3,4,4,3,3,2,3,4,1,1,1,4,4,2,3,4,3,4,2,2,3,4,2,1,4,3,3,4,5,3,4,3,3,3,5,3,5,2
"733",2,1,1,1,2,1,1,2,5,1,2,2,1,2,1,1,2,3,1,4,3,2,4,4,3,4,1,2,2,1,2,3,3,1,2,3,1,1,3,2,1,2,1,2,3,3,1,2,1,1,1,3,3,2,3,3,1,3,1
"734",5,4,5,3,5,5,4,5,5,3,5,5,3,5,4,5,4,3,4,5,5,5,5,5,5,4,4,5,4,3,5,1,5,3,4,3,4,4,4,5,1,4,4,2,2,5,3,4,3,5,3,4,5,5,5,4,3,5,3
"735",1,1,2,1,1,2,1,1,3,2,1,3,1,2,1,1,1,2,4,2,3,2,2,3,1,2,1,1,3,1,2,1,2,1,2,2,2,1,2,1,1,3,2,1,1,4,1,2,1,1,1,2,2,2,2,1,1,2,1
"736",2,1,2,2,4,3,1,2,2,1,1,4,2,2,2,1,2,4,3,3,4,3,3,4,2,3,2,3,3,1,2,1,4,3,1,4,4,3,3,2,1,2,3,1,1,4,4,4,4,4,3,4,3,3,4,4,4,4,1
"737",4,2,2,3,4,2,2,2,5,2,2,4,2,3,1,2,1,3,3,3,2,3,4,4,4,2,2,2,3,1,3,3,3,3,3,4,4,2,3,3,1,1,3,3,1,4,2,3,3,2,2,2,3,4,3,2,2,4,1
"738",1,1,5,1,3,2,1,5,5,1,1,4,1,1,2,1,1,4,3,4,4,4,4,4,2,4,2,3,2,1,2,1,4,1,1,4,3,1,2,2,1,2,2,1,5,4,2,4,2,3,1,3,4,4,3,3,1,4,1
"739",3,1,1,3,1,1,1,1,3,1,1,2,1,1,2,1,2,1,1,1,3,2,2,3,1,2,1,1,2,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,2,3,4,3,2,4,1,2,4,1,3,2,3,3,1
"740",1,1,3,4,2,3,3,1,4,3,2,2,4,4,3,1,3,3,3,4,4,2,3,3,3,2,3,3,1,1,4,1,3,3,2,3,4,2,3,2,1,3,2,4,1,4,1,2,1,2,1,1,2,1,3,3,3,4,1
"741",1,1,2,4,3,4,1,1,4,1,1,4,1,2,1,1,3,2,2,2,2,4,3,5,1,2,3,2,3,1,1,1,1,2,3,3,2,1,3,2,1,1,1,2,1,2,3,4,3,4,1,2,4,4,4,4,4,4,2
"742",5,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,1
"743",2,1,5,1,5,4,3,5,5,2,1,4,2,2,5,1,1,5,1,5,5,5,5,5,5,3,5,2,5,1,2,1,5,3,3,5,2,4,5,3,3,1,3,2,1,4,3,3,1,5,1,5,5,4,5,3,1,4,3
"744",2,3,2,3,4,3,3,3,4,3,3,4,1,1,1,2,3,3,1,3,4,4,3,4,3,3,3,2,4,1,1,1,3,3,1,3,3,2,4,1,1,1,3,1,2,3,3,5,4,4,4,5,4,4,4,5,5,5,3
"745",1,4,1,3,3,3,1,1,4,1,1,3,2,3,1,2,3,3,1,2,2,2,2,3,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,4,2,1,4,3,4,3,4,2,3,4,2,5,3,3,5,3
"746",3,4,4,3,4,4,1,2,3,1,3,4,2,3,4,2,2,4,3,4,3,4,3,3,3,3,3,3,4,1,3,4,4,3,3,3,2,3,2,1,1,2,3,3,1,4,4,2,1,3,1,2,2,4,3,4,2,4,4
"747",3,2,3,4,5,3,1,1,3,3,1,4,1,2,2,4,3,2,3,2,3,2,3,3,3,3,2,4,1,3,2,1,1,3,2,2,4,2,2,1,1,1,4,2,2,3,2,3,3,3,3,3,2,4,4,3,2,4,3
"748",3,1,2,1,2,2,4,3,5,1,1,1,2,3,2,1,1,2,2,3,2,3,5,5,3,2,3,3,5,1,3,1,3,2,1,1,2,2,3,3,1,1,1,3,1,4,4,4,2,3,1,3,3,4,3,3,2,1,2
"749",5,1,4,2,3,4,4,1,5,2,4,4,1,1,4,2,1,3,3,5,3,4,3,4,1,4,1,4,5,1,1,4,1,4,3,5,3,2,4,4,1,1,2,1,1,3,3,4,3,3,4,3,3,3,4,4,3,2,2
"750",4,2,3,1,3,2,1,2,4,1,1,4,2,1,1,3,1,3,3,5,3,5,3,5,1,2,1,2,4,1,1,4,1,4,3,3,4,1,4,2,1,2,4,4,3,2,3,1,1,3,3,3,3,2,3,4,1,3,1
"751",4,1,4,1,4,4,1,1,4,1,1,1,1,3,2,1,1,1,5,3,3,4,4,1,5,2,1,3,5,1,1,1,1,1,5,3,2,1,5,4,1,4,1,4,2,2,1,3,1,2,1,3,3,1,4,2,1,3,3
"752",3,1,3,1,4,3,1,1,4,3,3,4,1,3,4,1,1,3,2,4,3,4,3,3,2,3,1,3,3,3,3,5,3,1,3,4,3,1,3,3,1,3,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,4
"753",4,1,1,1,1,2,2,1,2,1,1,3,1,1,1,1,1,2,3,4,3,1,1,3,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,1,3,1,2,2,3,1,4,3,3,1,2,4,4,3,2,3,4,1
"754",3,1,4,2,5,5,2,2,5,3,3,5,4,2,4,2,1,3,4,4,2,4,3,3,2,4,2,4,3,3,4,5,4,1,3,4,4,2,2,3,1,3,4,3,2,5,1,5,3,5,3,3,5,4,4,3,3,5,2
"755",2,1,5,1,3,5,2,4,5,4,1,3,5,2,1,3,2,5,3,4,5,2,5,5,4,3,3,2,3,3,3,5,1,3,1,4,4,4,2,4,5,1,2,5,1,4,2,4,2,4,1,4,4,4,4,5,5,3,1
"756",1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,3,2,3,1,3,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,3,1,3,1,1,3,1,3,1,1,3,1
"757",5,5,5,4,4,2,2,5,5,2,4,4,1,2,2,3,2,4,3,4,4,3,4,5,3,4,4,4,5,1,3,3,5,2,3,2,4,2,4,2,1,3,5,3,2,3,4,4,3,5,2,4,3,3,4,5,3,4,2
"758",4,3,3,2,3,4,2,4,5,5,3,4,2,3,3,4,2,5,4,5,3,5,3,5,3,2,2,2,3,4,2,3,3,3,4,4,3,3,3,4,1,4,3,3,2,2,1,3,2,5,1,3,4,3,3,4,3,3,3
"759",2,2,2,2,3,5,1,2,4,1,4,3,1,1,5,1,3,3,2,5,2,3,4,5,3,2,1,4,1,1,3,2,2,3,2,5,3,3,1,2,1,1,3,4,1,2,3,4,4,5,2,3,3,5,4,3,4,4,1
"760",1,1,1,1,2,2,1,3,4,1,1,2,1,1,2,1,1,2,2,2,2,1,2,3,2,2,2,3,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,3,1,4,2,1,2,2,2,1,3,1,4,2,1
"761",1,1,1,2,2,1,4,1,1,1,1,4,2,4,1,1,1,4,1,1,2,3,2,1,1,2,1,1,1,1,4,3,1,1,1,1,2,1,1,1,1,1,2,3,1,2,1,3,1,1,1,1,2,1,2,1,1,1,1
"762",5,2,4,3,5,3,3,1,4,2,3,5,1,2,5,3,2,3,3,1,4,3,2,3,5,3,3,2,5,1,1,4,5,2,2,3,5,1,4,3,1,3,5,3,2,5,1,2,3,4,1,1,2,1,4,1,1,5,3
"763",3,1,3,1,4,3,1,1,5,1,1,4,1,3,1,1,2,3,4,5,4,4,4,5,3,3,1,1,4,1,2,1,2,1,3,5,3,1,4,1,1,4,2,1,1,5,1,4,1,4,3,4,3,1,3,3,1,3,1
"764",1,3,1,3,4,1,1,2,3,1,1,5,3,3,3,2,2,4,1,5,2,4,2,4,1,2,2,4,1,1,1,4,1,3,1,4,5,3,2,2,1,1,4,1,2,5,2,4,3,5,4,3,4,4,4,3,4,4,3
"765",3,2,5,4,3,3,3,3,5,1,2,5,3,3,3,2,3,4,2,4,3,2,3,3,3,3,2,4,4,1,4,1,4,3,2,4,4,2,2,4,1,3,3,3,2,4,3,4,4,3,1,3,4,3,3,4,3,4,2
"766",1,2,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,3,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,2,1,1,2,1
"767",3,2,4,4,3,4,3,2,5,3,4,5,5,3,3,1,3,3,3,4,3,4,4,4,4,4,3,4,2,3,4,4,3,4,3,4,4,3,2,4,4,2,4,4,3,4,2,3,2,4,1,3,3,4,3,4,1,4,2
"768",4,3,2,3,2,2,4,3,4,3,1,4,2,3,4,2,1,3,4,4,5,3,3,3,3,4,4,4,3,3,4,2,4,3,4,4,3,3,4,3,1,4,2,3,1,4,2,3,1,5,1,3,4,2,4,4,1,4,2
"769",1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,3,2,3,2,1,1,3,1,1,1,1,3,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,3,1,3,1,1,4,2,2,1,2,2,1
"770",5,3,3,2,4,4,4,3,5,2,4,4,2,3,3,3,2,4,3,4,4,5,4,5,4,3,3,3,4,1,2,4,4,4,4,4,4,1,4,2,1,3,3,2,3,4,3,3,2,5,3,2,2,4,4,3,5,4,2
"771",2,4,4,3,2,4,1,3,5,2,1,4,1,2,5,1,1,4,3,3,4,4,4,5,5,4,3,3,4,1,2,1,4,2,1,3,4,2,4,2,1,2,3,1,4,4,2,3,1,3,1,1,4,5,3,3,3,3,2
"772",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,2,1,1,1,2,1,2,1
"773",1,2,3,1,4,3,2,5,4,2,1,5,1,3,3,1,2,2,5,4,2,3,3,5,4,3,1,4,4,1,2,4,1,3,5,4,3,1,5,2,1,5,3,2,5,5,3,4,3,2,1,3,4,3,2,4,5,3,2
"774",4,1,1,1,2,4,3,3,5,1,1,2,3,1,1,1,1,3,3,4,4,4,5,5,2,3,3,3,5,1,1,1,3,1,3,2,1,1,3,3,1,3,2,2,1,3,1,2,1,5,1,1,1,3,3,1,1,1,1
"775",1,1,3,1,2,1,1,1,4,2,1,3,1,1,1,1,1,1,3,1,1,2,1,3,1,2,1,2,3,1,1,3,1,1,1,3,1,1,3,1,1,3,1,2,1,3,1,4,2,4,2,3,4,2,3,2,3,3,1
"776",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,3,1,3,4,2,1,2,1,2,1
"777",3,1,1,3,4,1,1,1,2,2,1,4,1,1,2,2,1,4,2,2,2,1,2,2,1,2,1,2,3,1,1,1,2,1,3,1,3,1,2,1,1,1,2,2,1,2,1,3,4,2,3,2,3,3,3,1,4,2,1
"778",1,1,3,1,3,2,1,1,1,1,1,3,1,2,3,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,5,4,4,3,4,3,1,1,4,3,4,1
"779",1,1,1,2,3,1,1,1,5,1,1,5,1,1,1,1,1,3,5,4,2,1,3,5,1,3,1,3,1,1,1,2,1,1,4,4,2,1,2,1,1,1,2,1,2,5,2,3,1,3,1,2,4,1,2,3,3,4,2
"780",2,3,4,3,5,3,2,5,5,1,2,5,3,3,4,3,5,4,3,5,2,4,5,5,5,4,5,3,5,2,3,5,4,4,4,5,5,4,4,4,3,2,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",3,3,4,5,3,4,3,5,5,4,4,5,1,1,4,4,3,5,4,5,4,4,5,5,3,4,4,4,5,1,1,1,3,2,5,5,4,4,5,1,1,5,2,1,4,5,1,4,4,5,2,4,4,5,4,5,3,5,3
"782",4,4,5,4,5,5,5,4,5,4,4,5,2,3,5,4,5,4,3,5,5,5,5,5,4,5,4,5,3,3,2,4,3,4,4,4,5,2,4,4,1,1,5,3,4,4,2,4,3,5,3,4,3,4,4,3,3,3,3
"783",1,1,1,2,2,3,1,1,3,1,1,4,2,3,3,3,1,3,5,2,2,2,3,3,3,1,1,3,4,1,2,1,4,2,5,2,2,4,4,4,1,4,1,3,1,4,3,4,1,3,1,3,3,2,4,3,1,4,3
"784",4,1,2,1,2,1,1,1,5,1,1,2,1,1,1,1,1,3,1,3,1,4,5,2,1,1,1,4,2,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,2,1,4,1,2,1,2,2,2,2,2,1,3,1
"785",3,1,3,1,3,1,1,4,3,1,2,4,1,1,2,3,2,1,3,3,2,3,2,5,3,3,2,2,1,3,1,1,3,3,1,3,3,1,2,1,1,3,2,1,1,4,2,4,3,4,4,4,2,1,3,4,2,4,2
"786",1,2,1,1,3,2,3,2,1,1,2,2,1,2,3,1,1,2,2,1,2,2,1,4,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,3,1,1,4,1,3,3,3,1,1,2,1,3,1,3,2,1
"787",3,3,2,1,1,3,1,1,4,1,1,1,1,1,3,1,1,1,1,3,1,3,1,3,1,3,2,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,3,3,1,3,4,1,3,2
"788",1,1,2,1,2,2,3,1,2,2,1,1,1,1,1,2,1,3,3,2,2,2,2,2,3,1,1,2,3,1,1,1,1,1,2,3,1,2,2,2,1,3,2,1,1,2,1,2,2,2,1,1,1,1,2,2,3,2,1
"789",1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,4,2,1,2,4,5,2,4,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,4,1,2,1,2,3,1,2,2,1,3,2
"790",4,4,5,3,3,5,2,5,5,2,3,5,3,2,2,4,3,3,4,5,5,4,5,4,5,4,4,4,5,1,2,1,4,1,3,4,2,3,5,4,4,3,2,4,1,3,2,5,3,4,4,5,5,5,4,5,4,5,2
"791",5,2,3,2,3,1,1,4,2,1,1,4,1,3,1,1,1,3,1,2,3,2,3,2,3,2,2,2,1,1,3,4,1,2,3,2,3,1,2,3,2,2,2,3,1,3,1,3,2,4,1,2,3,2,4,3,1,4,2
"792",1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,2,1,3,3,1,3,1
"793",3,2,4,4,3,3,3,2,3,3,2,4,3,4,4,3,4,3,4,4,4,4,3,1,3,4,4,4,3,2,3,1,3,4,3,3,4,4,3,4,4,3,4,4,4,4,3,3,2,2,3,3,4,4,4,4,2,3,2
"794",4,1,4,3,4,2,5,5,1,5,1,5,1,3,5,1,1,3,5,5,1,5,3,2,2,3,2,4,5,4,3,2,1,2,2,3,2,1,3,2,1,5,2,3,1,4,1,3,1,4,1,3,5,5,3,2,1,3,1
"795",5,3,3,3,5,4,5,4,5,3,4,5,5,5,4,5,2,3,5,5,3,5,5,5,2,4,4,4,1,1,5,1,5,3,4,5,5,1,2,5,1,5,4,1,1,5,3,5,4,5,4,4,3,5,5,4,4,4,3
"796",4,2,3,3,2,4,1,4,5,1,3,4,1,3,4,2,1,4,3,5,4,4,5,4,4,3,2,4,3,2,2,4,4,1,4,5,4,4,3,1,1,3,3,3,1,4,3,4,4,4,3,4,5,4,3,5,4,4,4
"797",2,1,1,1,2,2,1,1,3,2,1,3,1,2,1,2,1,2,2,4,1,2,2,3,1,2,2,3,1,1,2,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,3,1,1,1,1,3,1
"798",2,1,1,2,4,1,4,1,4,3,4,4,1,1,4,1,2,3,2,4,3,4,3,4,3,2,1,4,3,2,2,4,2,1,1,3,4,3,4,3,1,2,3,2,2,3,2,3,2,3,1,3,4,2,3,2,3,4,1
"799",1,1,2,1,1,1,1,2,4,1,2,4,1,1,1,1,1,3,1,2,1,2,3,3,2,1,1,1,1,1,2,1,3,1,1,3,2,1,1,1,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",3,2,2,3,3,1,1,2,4,1,2,4,3,1,3,2,4,1,1,3,3,4,3,2,3,3,3,2,2,1,3,1,2,3,1,3,3,3,2,3,1,1,3,1,3,3,2,2,2,3,1,1,4,2,4,2,1,3,2
